name,online_order,book_table,rate,votes,approx_cost(for two people),listed_in(type),listed_in(city),has_phone,restaurant_type,Indian_dish,Foreign_dish,Mixed_dish
Baskin Robbins,No,No,3.8,80,250.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Kulfi Point,No,No,3.4,5,150.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
INDULGE by InnerChef,Yes,No,3.5,27,400.0,Desserts,Indiranagar,1,Bakery,0,1,0
Breadworks,Yes,No,2.9,48,500.0,Desserts,Indiranagar,1,mixed,0,1,0
Just Kulfi,Yes,No,3.4,6,300.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Melting Spot,No,No,4.0,134,600.0,Desserts,Indiranagar,1,mixed,0,1,0
Tempteys,No,No,4.1,131,400.0,Desserts,Indiranagar,1,mixed,0,1,0
Daily Bread,No,No,2.7,29,600.0,Desserts,Indiranagar,1,mixed,0,1,0
Neffy's - Cakes & More,No,No,3.5,24,300.0,Desserts,Indiranagar,1,Bakery,0,1,0
Choco Allure,No,No,3.4,5,300.0,Desserts,Indiranagar,1,mixed,0,1,0
Orchard Fresh,No,No,3.4,4,400.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Huga Icecream,No,No,3.691216896431196,0,200.0,Desserts,Indiranagar,1,Delivery,0,0,1
Nandhana Mithai,No,No,3.691216896431196,0,500.0,Desserts,Indiranagar,1,Sweet Shop,0,1,0
Ice Cream Works,Yes,No,3.8,83,300.0,Desserts,Indiranagar,1,Dessert Parlor,0,0,1
Wats Ur Scoop?,Yes,No,4.0,56,300.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Sweet Mansion,No,No,3.691216896431196,0,200.0,Desserts,Indiranagar,1,Bakery,0,1,0
Bindu's Freshbake,No,No,3.691216896431196,0,350.0,Desserts,Indiranagar,1,Bakery,0,1,0
The Lassi Palace,No,No,3.691216896431196,0,150.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Jini's Goodies,No,No,5.0,0,500.0,Desserts,Indiranagar,1,Delivery,0,1,0
Stand View Cake N Snack,No,No,3.691216896431196,0,300.0,Desserts,Indiranagar,1,mixed,0,1,0
Ice Creamist,No,No,3.691216896431196,0,300.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Omm Sweets & Snacks,Yes,No,4.0,0,100.0,Desserts,Indiranagar,1,Sweet Shop,0,1,0
Bombay Kulfis,No,No,3.3,4,200.0,Desserts,Indiranagar,1,Dessert Parlor,0,0,1
Taantraa - Organic Handbaking,No,No,3.7,29,350.0,Desserts,Indiranagar,1,Delivery,0,1,0
Warm Oven,Yes,No,4.3,888,500.0,Desserts,Indiranagar,1,Delivery,0,1,0
Gooey & Fluffy,Yes,No,3.9,89,200.0,Desserts,Indiranagar,1,Delivery,0,1,0
Madhu Iyengars Bakery,No,No,3.6,19,400.0,Desserts,Indiranagar,1,Bakery,0,1,0
Tango Bango,Yes,No,3.5,124,500.0,Desserts,Indiranagar,1,mixed,0,1,0
Laddoos,Yes,No,2.9,229,250.0,Desserts,Indiranagar,1,mixed,0,0,1
All Shook Up!,Yes,No,3.9,77,300.0,Desserts,Indiranagar,1,mixed,0,1,0
Cake Dilim,Yes,No,5.0,0,500.0,Desserts,Indiranagar,1,Bakery,0,1,0
Nutty Squirrel,Yes,No,3.6,12,300.0,Desserts,Indiranagar,1,mixed,0,1,0
Under The Tree,Yes,No,3.0,64,200.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Just Bake,Yes,No,3.0,51,400.0,Desserts,Indiranagar,1,Bakery,0,1,0
New Shanthi Sagar,No,No,2.8,118,450.0,Desserts,Indiranagar,1,Casual Dining,0,0,1
Brea,Yes,No,3.4,34,300.0,Desserts,Indiranagar,1,mixed,0,1,0
SKY FOG,No,No,3.2,5,300.0,Desserts,Indiranagar,1,mixed,0,1,0
Amrutha Sweets,No,No,3.7,36,200.0,Desserts,Indiranagar,1,Quick Bites,0,1,0
KrumbKraft,No,No,3.5,5,300.0,Desserts,Indiranagar,1,Bakery,0,1,0
Shanthi Sweets & Bakery,No,No,3.4,9,200.0,Desserts,Indiranagar,1,mixed,0,1,0
Delicious Ice Cream Parlour,No,No,3.2,6,300.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Kanti's,Yes,No,3.3,66,300.0,Desserts,Indiranagar,1,Sweet Shop,0,1,0
Cafe Oleiva,No,No,3.3,6,500.0,Desserts,Indiranagar,1,Cafe,0,1,0
Fudgy Love Designer Cakes,No,No,3.7,20,600.0,Desserts,Indiranagar,1,mixed,0,1,0
Cafe Velvette,No,No,3.5,11,400.0,Desserts,Indiranagar,1,mixed,0,1,0
Oven Fresh,No,No,3.691216896431196,0,600.0,Desserts,Indiranagar,1,Bakery,0,1,0
Cake N Cream,No,No,3.0,0,360.0,Desserts,Indiranagar,1,Bakery,0,1,0
Chill Out,No,No,3.4,9,150.0,Desserts,Indiranagar,1,Beverage Shop,0,1,0
Cake Inc.,No,No,3.691216896431196,0,450.0,Desserts,Indiranagar,1,Bakery,0,1,0
Cream and Bakes,No,No,3.5,14,100.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Indira Sweets,No,No,5.0,0,100.0,Desserts,Indiranagar,1,Kiosk,0,1,0
Artinci Artisanal Ice Cream,Yes,No,3.691216896431196,0,300.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Waffle In The Box,Yes,No,1.0,0,300.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Fabcafe,Yes,Yes,4.1,54,800.0,Desserts,Indiranagar,1,Cafe,0,1,0
Tuffreys,Yes,No,3.6,25,250.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
The Bengaluru Brasserie - Hyatt Centric MG Road,No,Yes,4.1,117,2000.0,Desserts,Indiranagar,1,Casual Dining,0,0,1
Marzipan Cafe & Bakery,Yes,No,4.2,431,700.0,Desserts,Indiranagar,1,mixed,0,1,0
Anand Sweets and Savouries,Yes,No,4.0,261,400.0,Desserts,Indiranagar,1,Sweet Shop,0,1,0
Sugar & Spice - Taj MG Road Bengaluru,No,No,4.0,79,800.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
The Leela Cake Shop - The Leela Palace,No,No,3.9,72,1200.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Book My Cakes,Yes,No,3.3,4,300.0,Desserts,Indiranagar,1,Bakery,0,1,0
Ice Cream Buggy,No,No,3.6,14,100.0,Desserts,Indiranagar,1,Food Truck,0,1,0
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,Yes,No,3.9,53,600.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Brown Crust Cafe,No,No,2.9,18,300.0,Desserts,Indiranagar,1,Cafe,0,1,0
The Chocolate Heaven,Yes,No,3.8,135,700.0,Desserts,Indiranagar,1,mixed,0,1,0
The Cake House,Yes,No,3.7,29,300.0,Desserts,Indiranagar,1,Bakery,0,1,0
Gelato Italiano,Yes,No,2.9,17,200.0,Desserts,Indiranagar,1,Dessert Parlor,0,1,0
Banchharam,No,No,3.9,65,200.0,Desserts,Indiranagar,1,Quick Bites,0,1,0
ROYCE' Chocolate,Yes,No,3.5,6,1000.0,Desserts,Indiranagar,1,Confectionery,0,1,0
The Lobby Brew - Conrad Bengaluru,No,Yes,3.8,25,2200.0,Desserts,Indiranagar,1,Cafe,0,0,1
4 Mangoes,No,No,3.7,14,200.0,Desserts,Indiranagar,1,Kiosk,0,0,1
New Udupi Fresh Juice Centre,No,No,3.4,9,200.0,Desserts,Indiranagar,1,Quick Bites,0,1,0
Gandharva Bakery and Sweets,No,No,3.691216896431196,0,400.0,Desserts,Indiranagar,1,Bakery,0,1,0
Venus Bake Point,Yes,No,3.5,6,500.0,Desserts,Indiranagar,1,Bakery,0,1,0
Jai Mataji Farshan and Sweets,No,No,4.0,0,150.0,Desserts,Indiranagar,1,mixed,0,1,0
Delices,Yes,No,3.1,6,400.0,Desserts,Indiranagar,1,Bakery,0,1,0
Juicy,Yes,No,3.8,80,200.0,Desserts,Indiranagar,1,Beverage Shop,0,1,0
24 Hours Cake Delivery,No,No,3.3,4,700.0,Desserts,Indiranagar,1,Delivery,0,1,0
Bake a Smile,No,No,3.4,9,400.0,Desserts,Indiranagar,1,mixed,0,1,0
The Corner - Hyatt Centric MG Road,No,No,3.691216896431196,0,1000.0,Desserts,Indiranagar,1,Cafe,0,1,0
Shawn's Bakehouse,No,No,3.691216896431196,0,100.0,Desserts,Indiranagar,1,Bakery,0,1,0
Me And My Cake,No,No,3.691216896431196,0,500.0,Desserts,Indiranagar,1,mixed,0,1,0
Homey Bake & Juice,No,No,3.691216896431196,0,100.0,Desserts,Indiranagar,1,Bakery,0,1,0
Sly Granny - The Community House,No,Yes,4.4,953,2500.0,Dine-out,Indiranagar,1,mixed,0,1,0
The Twisted Desi,Yes,Yes,3.691216896431196,0,1000.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Nevermind - Bar & Social,No,Yes,3.8421052631578947,0,1700.0,Dine-out,Indiranagar,1,mixed,0,1,0
Barbeque Nation,No,Yes,4.7,7160,1600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Toit,No,No,4.7,14956,1500.0,Dine-out,Indiranagar,1,Microbrewery,0,1,0
Bob's Bar,No,No,4.3,424,1000.0,Dine-out,Indiranagar,1,mixed,0,0,1
Dindigul Thalappakatti,Yes,No,4.3,289,800.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Burma Burma,Yes,No,4.7,1594,1500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Arena - Artisanal Brewkitchen,No,Yes,4.1,177,2000.0,Dine-out,Indiranagar,1,mixed,0,1,0
Vapour Pub & Brewery,No,Yes,4.2,6907,1400.0,Dine-out,Indiranagar,1,mixed,0,0,1
Bombay Brasserie,Yes,No,4.4,1865,1800.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
The Fatty Bao - Asian Gastro Bar,Yes,No,4.6,3760,1200.0,Dine-out,Indiranagar,1,mixed,0,1,0
Delhi Highway,Yes,Yes,4.5,3219,1200.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
The Black Rabbit,No,Yes,4.3,4187,1500.0,Dine-out,Indiranagar,1,mixed,0,1,0
1131 Bar + Kitchen,No,Yes,4.6,2785,1500.0,Dine-out,Indiranagar,1,mixed,0,0,1
Nevermind - Bar & Social,No,Yes,3.7142857142857144,0,1700.0,Dine-out,Indiranagar,1,mixed,0,1,0
Smoke House Deli,Yes,Yes,4.6,5421,1600.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
The Pizza Bakery,Yes,Yes,4.8,1724,1200.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Three Dots & A Dash,No,Yes,4.1,3864,1300.0,Dine-out,Indiranagar,1,mixed,0,1,0
Truffles,No,No,4.6,1313,900.0,Dine-out,Indiranagar,1,mixed,0,1,0
LOFT38,No,Yes,4.3,3592,2100.0,Dine-out,Indiranagar,1,mixed,0,0,1
Sly Granny - The Community House,No,Yes,4.4,953,2500.0,Dine-out,Indiranagar,1,mixed,0,1,0
Chianti,No,Yes,4.7,4398,1500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Tipsy Bull - The Bar Exchange,No,Yes,4.4,2993,1400.0,Dine-out,Indiranagar,1,mixed,0,0,1
Rajdhani Thali Restaurant,Yes,Yes,4.0,1129,1000.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
BTDT? Been There Done That,No,Yes,4.3,879,1300.0,Dine-out,Indiranagar,1,mixed,0,1,0
The Teal Door Cafe,Yes,No,4.2,1855,800.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Tippler,No,Yes,4.2,2901,1300.0,Dine-out,Indiranagar,1,Pub,0,0,1
Tandoori Taal,Yes,Yes,4.3,1788,900.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Urban Tamaasha,Yes,Yes,4.1,840,1200.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Mainland China,Yes,Yes,4.4,1507,1700.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Paradise,Yes,No,4.1,3238,800.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Bricklane,No,Yes,4.2,1633,1500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Little Italy,Yes,Yes,4.3,3276,1400.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Monkey Bar,Yes,No,4.3,3848,1400.0,Dine-out,Indiranagar,1,Pub,0,0,1
Dhaba - Estd 1986 Delhi,Yes,Yes,4.4,1420,1100.0,Dine-out,Indiranagar,1,mixed,1,0,0
Phobidden Fruit,No,No,4.4,2921,1100.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Mamagoto,Yes,Yes,4.4,2558,1600.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Bologna,No,Yes,4.5,717,1000.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
The Marina,No,No,4.4,542,1200.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Onesta,Yes,Yes,4.3,4645,600.0,Dine-out,Indiranagar,1,mixed,0,1,0
Bhartiya Jalpan,No,No,4.1,1075,800.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Ciclo Cafe,Yes,No,4.3,1273,1000.0,Dine-out,Indiranagar,1,mixed,0,1,0
Lono,No,Yes,4.2,172,1500.0,Dine-out,Indiranagar,1,mixed,0,1,0
Lazy Suzy,Yes,Yes,4.3,1236,1000.0,Dine-out,Indiranagar,1,mixed,0,1,0
Nagarjuna,No,No,4.2,1926,850.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Pasta Street,Yes,Yes,4.5,1619,1300.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Nando's,Yes,No,4.3,1210,1200.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
The Yogisthaan Cafe,Yes,No,4.2,1204,600.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Thai Chy,Yes,Yes,4.3,367,1200.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Southindies,No,Yes,4.1,1224,800.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Meghana Foods,Yes,Yes,4.2,1745,750.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Barebones - The Balcony Bar,No,Yes,4.2,2445,1500.0,Dine-out,Indiranagar,1,mixed,0,1,0
Esplanade,No,No,4.3,1563,1000.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Oye Amritsar,Yes,Yes,3.9,1437,1000.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Cafe Max,No,No,4.2,1654,1300.0,Dine-out,Indiranagar,1,mixed,0,1,0
BabaYaga's,Yes,Yes,4.1,201,1500.0,Dine-out,Indiranagar,1,mixed,0,1,0
NH8,Yes,Yes,4.1,2075,800.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Taiki,Yes,Yes,3.857142857142857,0,1000.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Chinita Real Mexican Food,No,No,4.4,2658,1200.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Maravanthe,Yes,Yes,4.4,654,1000.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Monet's Bistro,No,No,4.5,198,600.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Peacock,Yes,Yes,3.9,847,1200.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Nandhana Palace,No,Yes,4.2,902,800.0,Dine-out,Indiranagar,1,mixed,0,0,1
Brik Oven,No,No,4.625,0,1100.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Chai Days,Yes,No,4.4,105,200.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Pulimunchi,Yes,Yes,4.3,686,1000.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Plan B,No,No,4.2,1651,1200.0,Dine-out,Indiranagar,1,mixed,0,1,0
Empire Restaurant,Yes,No,4.2,8185,750.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
China Bistro & Lounge,Yes,Yes,4.4,83,1600.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Jonah's,Yes,Yes,4.1,1827,1100.0,Dine-out,Indiranagar,1,mixed,0,1,0
Cafe Terra,Yes,No,4.2,391,500.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Kobe Sizzlers,Yes,Yes,4.1,1473,1500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Haute,No,Yes,4.2,69,1200.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Aaha Andhra,No,No,4.2,807,900.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Swing,No,Yes,3.8,201,1000.0,Dine-out,Indiranagar,1,mixed,0,0,1
The Twisted Desi,Yes,Yes,3.691216896431196,0,1000.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Sanchez Taqueria & Cantina,No,No,4.1,57,800.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Forage,No,Yes,4.1,210,1500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Aagaman Veg,Yes,No,4.0,556,900.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Wall Street 657,No,No,4.1,1858,1200.0,Dine-out,Indiranagar,1,Bar,0,1,0
Cup Chronicles Cafe,Yes,Yes,3.9,49,450.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Food Coma,No,Yes,3.691216896431196,0,800.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Chaipatty,No,No,3.1,1269,555.5920026514856,Dine-out,Indiranagar,1,Cafe,0,1,0
Byblos,Yes,Yes,4.2,1345,1700.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Anjappar,No,No,3.8,768,650.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
House Of Seitan,Yes,No,4.0,0,700.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Xtreme Sports Bar,No,Yes,3.6,1111,1400.0,Dine-out,Indiranagar,1,Lounge,0,0,1
Bean Flickers,Yes,No,4.3,391,700.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Agent Jack's Bar,No,Yes,4.0,592,1300.0,Dine-out,Indiranagar,1,Bar,0,0,1
Hangover,Yes,Yes,4.0,1413,1500.0,Dine-out,Indiranagar,1,mixed,0,0,1
Boozers Bar & Kitchen,No,No,4.3,700,555.5920026514856,Dine-out,Indiranagar,0,mixed,0,0,1
Power House Pitstsa,No,Yes,4.0,0,800.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Pecos Stones,No,Yes,4.2,1089,1100.0,Dine-out,Indiranagar,1,mixed,0,1,0
Imli,Yes,No,3.8,1837,900.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Third Wave Coffee Roasters,No,No,4.2,311,800.0,Dine-out,Indiranagar,1,Cafe,0,1,0
The Punjabi Rasoi,No,Yes,4.1,2008,800.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Dhyaana,Yes,No,4.4,154,600.0,Dine-out,Indiranagar,1,Cafe,0,1,0
The Ants Cafe & Store,Yes,Yes,3.9,1380,900.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Infinitea Tea Room & Tea Store,Yes,Yes,4.3,766,1000.0,Dine-out,Indiranagar,1,mixed,0,1,0
The Restaurant - Coorg,No,Yes,4.3,504,1100.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Soo Ra Sang,No,No,4.1,290,1500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Bangalore Mandarin,Yes,No,4.2,970,1100.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Elongo's,No,No,3.9,48,900.0,Dine-out,Indiranagar,1,Bar,0,0,1
The Kebab Room - Restaurant & Brewery,No,Yes,4.0,773,1000.0,Dine-out,Indiranagar,1,mixed,1,0,0
Suryawanshi,Yes,No,4.2,444,700.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Waffle Magic,No,No,4.2,583,700.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Wanley,No,No,4.0,514,500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Blu Oyster,No,Yes,5.0,0,1500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Matteo Coffea,No,No,4.2,858,600.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Sherlock's Pub,No,Yes,3.9,644,1500.0,Dine-out,Indiranagar,1,mixed,0,0,1
Imperial Restaurant,Yes,No,3.9,238,800.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Cafe Braqa,Yes,Yes,4.0,144,700.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Baba Da Dhaba,No,Yes,4.0,364,650.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Smally's Resto Cafe,Yes,No,4.0,401,650.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Tea Brew,Yes,No,4.1,1145,500.0,Dine-out,Indiranagar,1,mixed,0,0,1
Shaap,Yes,No,4.0,237,500.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Bathinda Dine,Yes,No,4.1,730,950.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Bottle & Glass,No,Yes,4.0,973,1400.0,Dine-out,Indiranagar,1,mixed,0,1,0
Asaivam Restaurant,Yes,No,4.0,69,750.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Seafood Place,Yes,No,4.1,293,800.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Vietnamese Kitchen,Yes,Yes,4.1,522,800.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
A2B - Adyar Ananda Bhavan,Yes,No,3.0,564,400.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
The Tiny Taproom,No,No,5.0,0,800.0,Dine-out,Indiranagar,1,mixed,0,0,1
Copper Chimney,Yes,Yes,4.1,80,1200.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Pot-O-Noodles,No,No,4.5,60,800.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,Yes,No,4.0,84,450.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Tunday Kababi,Yes,No,3.8,721,500.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Zaica Dine & Wine,Yes,Yes,4.0,1013,1200.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Annapoorani,No,No,3.9,434,500.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Viceroy's Sarathi,Yes,No,3.8,137,750.0,Dine-out,Indiranagar,1,mixed,0,0,1
Jimi's Beer Cafe,No,Yes,3.9,815,1700.0,Dine-out,Indiranagar,1,Bar,0,0,1
Srinathji's,Yes,Yes,3.6,592,850.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Django,Yes,Yes,4.0,210,800.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Bflat Bar,No,Yes,3.9,854,1600.0,Dine-out,Indiranagar,1,Lounge,0,0,1
Tata Cha,Yes,No,3.9,661,500.0,Dine-out,Indiranagar,1,Cafe,0,0,1
Bootlegger,No,Yes,4.0,601,1800.0,Dine-out,Indiranagar,1,Lounge,0,1,0
Raaga,Yes,Yes,3.8,297,1200.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Fai Dang,No,No,3.7,30,1100.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Just Khao Suey,Yes,No,4.1,176,600.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
AhimsaAmrit Green Cafe,No,No,3.4,9,800.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Salt Mango Tree,Yes,Yes,4.1,243,800.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
The Mad Teapot,No,Yes,4.1,289,850.0,Dine-out,Indiranagar,1,Cafe,0,1,0
UTHRA,No,Yes,4.0,103,800.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
New Punjabi Hotel,No,No,3.7,123,350.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Grubhouse,Yes,No,4.1,332,800.0,Dine-out,Indiranagar,1,mixed,0,1,0
Doff Pub and Lounge,No,Yes,4.1,1341,1500.0,Dine-out,Indiranagar,1,Lounge,0,0,1
Thai House,Yes,No,4.2,224,800.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Gokul Kuteera,Yes,No,3.9,257,650.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Lahe Lahe Santhe,No,No,3.7,17,300.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Singh Saab,Yes,No,3.7,243,850.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Chung's Chinese Corner,Yes,No,2.7,283,700.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Regulars Pub & Grub,No,Yes,3.8,263,1000.0,Dine-out,Indiranagar,1,mixed,0,0,1
Nakkshatra,No,Yes,3.9,79,1100.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Coastal Delight,Yes,No,4.1,198,650.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Little Orissa Restaurant,Yes,No,3.9,346,450.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Treat,Yes,No,3.9,543,800.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Andal Mess,Yes,No,3.6,133,250.0,Dine-out,Indiranagar,1,Mess,1,0,0
Nandhini Paradise,No,Yes,3.7,289,600.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
iSpice Resto Cafe,Yes,No,3.7,28,600.0,Dine-out,Indiranagar,1,Cafe,0,0,1
Chungs Pavilion,Yes,No,3.9,247,650.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Kim Lee Restaurant,No,No,3.8,264,650.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Meaza Ginger Multi Cuisine Restaurant,Yes,No,3.6,91,550.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Give Me 5 Cafe,No,No,3.4,90,500.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Kund Indian Barbeque,No,Yes,4.0,869,1100.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Tadka Singh,No,No,3.4,946,555.5920026514856,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Tea Journey,Yes,No,3.8,71,500.0,Dine-out,Indiranagar,1,Cafe,0,1,0
New Shanthi Sagar,No,No,2.8,211,650.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
ABC Grand,Yes,No,3.5,54,700.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Keto Kitchen,Yes,No,3.1,18,500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
The Beer Joint,No,No,3.4,77,800.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Blistering Barnacles,No,Yes,3.9,1214,1200.0,Dine-out,Indiranagar,1,Pub,0,1,0
Pappu Chaiwalla,No,No,5.0,0,300.0,Dine-out,Indiranagar,0,Food Truck,0,1,0
New Leaf Restaurant,Yes,Yes,3.7,58,1500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
J's Cafe,No,No,3.9,155,700.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Vasudev Adiga's,No,No,3.0,317,400.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Cafe Ritzz,No,Yes,3.7,39,800.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Ambur Star Briyani,Yes,No,3.6,17,500.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Flavors of India,No,No,3.691216896431196,0,600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
