online_order,book_table,rate,votes,approx_cost_for_two_people,restaurant_type,location,has_phone
1,0,3.8,40,300.0,Delivery,Whitefield,1
1,0,3.9,660,500.0,Dine-out,Koramangala 5th Block,1
0,0,3.1,6,500.0,Dine-out,Brookefield,1
0,1,4.0,0,1500.0,Buffet,Koramangala 5th Block,1
1,1,4.3,355,600.0,Buffet,Malleshwaram,1
1,0,3.9,540,800.0,Delivery,Banashankari,1
1,0,3.3,49,300.0,Delivery,Jayanagar,1
0,0,3.7,0,300.0,Dine-out,MG Road,1
1,1,4.0,1022,1200.0,Dine-out,Old Airport Road,1
0,0,3.7,22,300.0,Dine-out,Koramangala 5th Block,1
0,0,5.0,0,150.0,Delivery,Marathahalli,1
1,0,3.8,144,700.0,Delivery,Banashankari,1
0,0,3.7,0,250.0,Dine-out,Frazer Town,1
0,0,3.6,12,300.0,Dine-out,JP Nagar,1
1,0,3.8,254,800.0,Delivery,BTM,1
1,0,3.7,24,550.0,Cafes,Koramangala 6th Block,1
1,1,4.1,886,1200.0,Dine-out,Old Airport Road,1
1,1,4.3,554,1000.0,Dine-out,Koramangala 7th Block,1
1,1,4.6,1217,1700.0,Delivery,Church Street,1
1,0,3.7,310,600.0,Dine-out,HSR,1
0,0,3.7,0,450.0,Desserts,Brigade Road,1
1,0,3.6,49,500.0,Dine-out,BTM,1
0,1,4.9,2745,1400.0,Buffet,Brookefield,1
1,0,3.2,5,300.0,Dine-out,Brigade Road,1
0,0,3.0,17,300.0,Delivery,BTM,1
1,0,3.9,74,800.0,Desserts,Jayanagar,1
1,1,4.0,861,1200.0,Delivery,Old Airport Road,1
1,0,2.7,66,400.0,Delivery,MG Road,1
0,0,3.4,6,400.0,Dine-out,Old Airport Road,1
1,0,3.8,57,300.0,Dine-out,Bannerghatta Road,1
0,0,3.7,0,600.0,Delivery,Church Street,1
1,0,3.6,104,800.0,Delivery,Brigade Road,1
0,0,3.9,78,350.0,Cafes,Bannerghatta Road,1
1,0,4.1,613,500.0,Delivery,Jayanagar,1
0,0,3.4,5,300.0,Delivery,BTM,1
1,0,3.4,22,500.0,Delivery,BTM,1
0,0,4.0,72,450.0,Dine-out,Koramangala 6th Block,0
0,0,1.5,0,300.0,Dine-out,Marathahalli,1
0,0,2.2,90,750.0,Delivery,Bannerghatta Road,1
1,0,3.8,72,650.0,Delivery,Frazer Town,1
1,0,4.2,8185,750.0,Dine-out,Indiranagar,1
1,1,3.8,203,1200.0,Dine-out,Church Street,1
0,0,3.7,14,200.0,Desserts,Indiranagar,1
1,0,3.7,29,300.0,Desserts,Indiranagar,1
1,0,3.9,160,300.0,Dine-out,Whitefield,1
1,0,3.2,63,400.0,Dine-out,Electronic City,1
1,0,3.2,5,300.0,Delivery,Rajajinagar,1
1,0,3.5,40,500.0,Delivery,Rajajinagar,1
0,0,3.9,91,350.0,Dine-out,Brookefield,1
1,0,4.4,1087,600.0,Desserts,Brigade Road,1
1,0,4.1,274,900.0,Delivery,Kalyan Nagar,1
0,0,4.4,177,600.0,Desserts,Koramangala 7th Block,1
1,1,4.3,1268,800.0,Dine-out,Jayanagar,1
0,1,4.0,1808,1600.0,Dine-out,Old Airport Road,1
1,1,4.4,386,1500.0,Dine-out,Koramangala 4th Block,1
1,1,4.0,1515,900.0,Delivery,Koramangala 5th Block,1
1,0,3.7,54,300.0,Delivery,Residency Road,1
1,0,4.2,290,700.0,Dine-out,Rajajinagar,1
1,1,4.6,1534,1800.0,Delivery,Sarjapur Road,1
1,0,3.5,21,500.0,Delivery,Koramangala 5th Block,1
1,0,3.7,259,750.0,Dine-out,Koramangala 4th Block,1
0,0,3.6,52,300.0,Dine-out,Brigade Road,1
0,0,3.5,6,300.0,Desserts,Bellandur,1
1,0,3.8,21,200.0,Desserts,Basavanagudi,1
1,0,4.1,114,700.0,Desserts,Brigade Road,1
1,0,3.0,0,300.0,Delivery,Banashankari,1
1,0,3.3,106,800.0,Delivery,Kalyan Nagar,1
1,0,4.4,637,400.0,Delivery,MG Road,1
0,0,3.7,34,200.0,Dine-out,Whitefield,1
1,0,3.1,22,400.0,Delivery,Basavanagudi,1
0,0,4.2,583,700.0,Desserts,Indiranagar,1
1,0,3.0,9,450.0,Delivery,Marathahalli,1
0,1,4.1,819,800.0,Dine-out,Koramangala 6th Block,1
1,0,3.2,13,450.0,Delivery,Marathahalli,1
1,0,3.8,257,300.0,Delivery,Jayanagar,1
0,0,4.8,0,550.0,Dine-out,HSR,1
0,0,3.6,21,600.0,Dine-out,Bannerghatta Road,1
0,0,3.5,6,400.0,Delivery,Koramangala 6th Block,1
1,0,4.0,618,750.0,Delivery,Basavanagudi,1
0,0,3.4,15,150.0,Dine-out,Koramangala 5th Block,1
1,0,3.8,338,800.0,Delivery,JP Nagar,1
1,0,3.8,151,500.0,Dine-out,Kalyan Nagar,1
0,0,3.7,13,400.0,Delivery,Koramangala 4th Block,1
1,1,4.4,1209,1100.0,Delivery,Bellandur,1
1,0,3.8,140,650.0,Cafes,Kammanahalli,1
0,0,4.0,40,400.0,Dine-out,Koramangala 6th Block,1
1,1,4.1,1696,1100.0,Dine-out,Sarjapur Road,1
1,0,3.6,19,300.0,Delivery,Rajajinagar,1
1,1,4.1,403,1200.0,Pubs and bars,Koramangala 7th Block,1
0,0,2.8,69,300.0,Delivery,Kammanahalli,1
1,0,3.5,0,400.0,Desserts,Frazer Town,1
0,1,4.6,5002,1800.0,Drinks & nightlife,Koramangala 5th Block,1
0,0,3.3,11,400.0,Dine-out,Residency Road,1
0,0,3.6,19,900.0,Cafes,Bannerghatta Road,1
1,0,3.5,179,600.0,Delivery,Basavanagudi,1
1,0,3.7,136,300.0,Dine-out,Sarjapur Road,1
0,0,3.5,29,2200.0,Drinks & nightlife,Lavelle Road,1
1,0,3.4,7,500.0,Delivery,JP Nagar,1
1,1,3.5,16,800.0,Dine-out,Kalyan Nagar,1
1,0,4.0,1400,600.0,Delivery,MG Road,1
1,0,4.2,195,400.0,Desserts,Koramangala 6th Block,1
1,0,4.0,51,400.0,Delivery,Old Airport Road,1
1,1,4.3,582,2000.0,Desserts,Koramangala 7th Block,1
1,0,3.1,14,450.0,Delivery,Kammanahalli,1
1,0,3.4,122,600.0,Dine-out,Church Street,1
1,0,3.9,40,550.0,Delivery,Frazer Town,1
0,0,4.1,399,300.0,Delivery,Frazer Town,1
1,0,3.1,27,200.0,Delivery,Kalyan Nagar,1
0,0,4.1,1054,450.0,Delivery,MG Road,0
0,0,2.9,46,550.0,Dine-out,Church Street,1
1,1,4.5,799,800.0,Delivery,BTM,1
0,0,3.7,50,400.0,Delivery,Kammanahalli,1
1,1,4.4,1840,1500.0,Delivery,Brigade Road,1
1,0,4.0,1074,400.0,Delivery,Old Airport Road,1
0,0,3.0,0,150.0,Delivery,Jayanagar,1
1,0,3.7,82,300.0,Delivery,Lavelle Road,1
0,0,3.9,371,400.0,Buffet,HSR,1
1,0,3.2,17,400.0,Delivery,HSR,1
1,1,4.2,1542,800.0,Dine-out,Koramangala 4th Block,1
1,0,3.6,97,300.0,Dine-out,Koramangala 4th Block,1
1,0,3.6,17,900.0,Delivery,JP Nagar,1
1,1,4.2,1372,1400.0,Pubs and bars,Koramangala 7th Block,1
0,0,3.7,0,500.0,Dine-out,Lavelle Road,1
1,0,3.5,61,300.0,Dine-out,MG Road,1
1,0,3.9,1189,500.0,Dine-out,BTM,1
1,0,4.2,122,400.0,Desserts,MG Road,1
1,0,3.4,17,600.0,Delivery,Koramangala 5th Block,1
1,0,3.6,25,500.0,Delivery,Koramangala 5th Block,1
0,1,3.7,44,2800.0,Drinks & nightlife,Lavelle Road,1
0,0,3.9,481,1500.0,Dine-out,Malleshwaram,1
1,0,4.1,414,500.0,Dine-out,Basavanagudi,1
1,0,3.9,117,900.0,Dine-out,HSR,1
1,0,4.2,701,450.0,Delivery,BTM,1
0,0,3.5,5,300.0,Delivery,Koramangala 4th Block,1
1,0,3.9,189,300.0,Delivery,Bannerghatta Road,1
0,0,4.1,520,300.0,Dine-out,Banashankari,1
1,0,3.3,90,250.0,Delivery,JP Nagar,1
1,0,4.1,248,800.0,Dine-out,Bellandur,1
0,0,3.9,117,500.0,Dine-out,Rajajinagar,1
1,1,4.3,55,700.0,Delivery,Indiranagar,1
1,0,3.6,12,200.0,Delivery,Koramangala 7th Block,1
0,0,3.4,9,450.0,Delivery,Kammanahalli,1
1,1,4.0,1519,900.0,Delivery,Koramangala 7th Block,1
1,0,3.1,13,900.0,Cafes,Sarjapur Road,1
1,0,3.2,31,350.0,Delivery,Whitefield,1
1,0,3.5,20,500.0,Cafes,Lavelle Road,1
0,0,2.9,12,500.0,Cafes,Koramangala 4th Block,1
0,0,3.5,6,250.0,Dine-out,Koramangala 6th Block,1
0,0,3.8,17,500.0,Delivery,Kammanahalli,1
0,0,3.7,0,450.0,Delivery,Indiranagar,1
1,1,4.4,344,1000.0,Delivery,Jayanagar,1
0,0,3.3,177,950.0,Buffet,JP Nagar,1
1,0,3.6,119,550.0,Delivery,Koramangala 4th Block,1
0,1,4.2,549,1500.0,Dine-out,MG Road,1
1,0,3.7,15,500.0,Cafes,HSR,1
0,1,4.3,403,1800.0,Buffet,Bellandur,1
1,0,3.1,39,400.0,Delivery,JP Nagar,1
1,0,3.8,172,550.0,Delivery,Koramangala 4th Block,1
1,0,3.6,21,150.0,Delivery,Brigade Road,1
0,0,4.4,174,600.0,Desserts,Koramangala 6th Block,1
1,0,3.6,22,300.0,Delivery,Brookefield,1
1,0,3.7,49,300.0,Dine-out,Marathahalli,1
1,1,3.9,1140,750.0,Delivery,Whitefield,1
0,0,3.2,5,350.0,Delivery,Marathahalli,1
1,0,2.9,50,350.0,Dine-out,MG Road,1
0,0,3.5,31,350.0,Delivery,Frazer Town,1
0,1,4.0,930,800.0,Delivery,Residency Road,1
1,0,3.7,0,300.0,Dine-out,Banashankari,1
1,0,3.5,22,500.0,Dine-out,HSR,1
1,0,3.7,61,450.0,Dine-out,BTM,1
0,0,3.0,31,1000.0,Buffet,Church Street,1
1,0,4.0,438,750.0,Delivery,Whitefield,1
1,0,3.7,26,400.0,Delivery,JP Nagar,1
0,0,4.0,80,450.0,Desserts,Whitefield,0
0,0,4.0,930,800.0,Pubs and bars,Rajajinagar,1
0,0,3.4,5,250.0,Delivery,Koramangala 7th Block,1
1,1,4.1,1827,1100.0,Drinks & nightlife,Indiranagar,1
0,0,3.6,24,500.0,Dine-out,Kalyan Nagar,1
1,0,3.6,114,300.0,Delivery,Frazer Town,1
1,0,3.1,20,300.0,Dine-out,Sarjapur Road,1
1,0,3.9,118,550.0,Dine-out,Kammanahalli,1
1,0,3.1,7,250.0,Delivery,JP Nagar,1
0,1,4.7,3852,1600.0,Buffet,BTM,1
0,1,3.9,158,1100.0,Buffet,MG Road,1
1,0,4.3,1135,800.0,Dine-out,Lavelle Road,1
1,1,4.0,281,1500.0,Buffet,Koramangala 6th Block,1
0,0,3.0,25,400.0,Delivery,Kammanahalli,1
1,0,4.1,778,700.0,Delivery,Koramangala 4th Block,1
1,0,3.5,8,550.0,Delivery,BTM,1
1,0,3.6,207,500.0,Delivery,BTM,1
1,0,3.5,18,200.0,Delivery,Marathahalli,1
1,0,3.3,56,600.0,Delivery,HSR,1
1,0,3.9,47,200.0,Delivery,Basavanagudi,1
0,0,4.3,797,900.0,Cafes,Residency Road,1
1,0,4.7,1674,1500.0,Delivery,Old Airport Road,1
0,0,3.8,42,700.0,Dine-out,Banashankari,1
1,0,3.6,71,350.0,Delivery,Jayanagar,1
1,1,3.7,37,1500.0,Dine-out,Sarjapur Road,1
1,0,3.9,407,450.0,Dine-out,Electronic City,1
1,0,3.7,49,250.0,Dine-out,Lavelle Road,1
0,0,3.5,13,250.0,Dine-out,Lavelle Road,0
0,0,2.7,16,200.0,Delivery,Old Airport Road,1
1,0,3.9,23,500.0,Delivery,Electronic City,1
0,0,3.6,8,400.0,Dine-out,Church Street,1
0,1,4.3,246,2500.0,Dine-out,Whitefield,1
1,0,3.7,197,400.0,Delivery,BTM,1
1,0,3.6,34,300.0,Delivery,Koramangala 4th Block,1
0,0,3.7,28,250.0,Desserts,Brookefield,1
0,1,4.0,930,800.0,Dine-out,Lavelle Road,1
0,0,3.7,0,250.0,Delivery,Brigade Road,1
0,0,3.0,79,400.0,Dine-out,Sarjapur Road,1
0,0,3.2,41,400.0,Dine-out,Brigade Road,1
0,0,4.0,2729,1300.0,Delivery,BTM,1
1,0,3.2,31,200.0,Delivery,Brigade Road,1
1,0,2.8,53,300.0,Delivery,Indiranagar,1
1,0,4.4,1115,600.0,Dine-out,Residency Road,1
0,0,2.0,0,400.0,Delivery,Indiranagar,1
0,0,3.4,7,400.0,Dine-out,Kalyan Nagar,1
0,1,4.3,299,1200.0,Dine-out,Lavelle Road,1
1,1,4.6,5436,1600.0,Delivery,Koramangala 6th Block,1
0,0,1.0,0,200.0,Delivery,Jayanagar,1
1,0,3.5,11,300.0,Delivery,Koramangala 4th Block,1
1,0,3.5,13,700.0,Dine-out,Bannerghatta Road,1
1,0,3.7,0,400.0,Delivery,Sarjapur Road,1
1,0,3.7,52,450.0,Desserts,Koramangala 5th Block,1
0,0,3.6,25,250.0,Dine-out,Lavelle Road,1
1,0,4.2,100,1000.0,Delivery,Malleshwaram,1
1,0,4.1,671,450.0,Delivery,HSR,1
0,0,3.9,154,200.0,Delivery,Koramangala 6th Block,1
1,0,4.3,783,300.0,Delivery,Church Street,1
0,0,4.8,0,300.0,Dine-out,Indiranagar,1
1,0,3.7,0,350.0,Delivery,Jayanagar,1
0,0,4.5,1604,1500.0,Pubs and bars,MG Road,1
1,0,3.7,0,600.0,Dine-out,Church Street,1
0,0,2.9,291,250.0,Dine-out,Koramangala 7th Block,1
1,1,4.1,1696,1100.0,Pubs and bars,Sarjapur Road,1
1,0,3.7,156,300.0,Delivery,MG Road,1
0,1,3.8,977,1300.0,Drinks & nightlife,Banashankari,1
1,0,3.7,21,500.0,Delivery,Koramangala 6th Block,1
1,0,3.4,11,300.0,Delivery,New BEL Road,1
0,1,4.3,170,800.0,Delivery,Koramangala 7th Block,1
1,1,3.8,88,300.0,Dine-out,Whitefield,1
1,0,3.7,494,700.0,Dine-out,Marathahalli,1
1,0,3.3,13,400.0,Delivery,BTM,1
1,0,2.9,56,150.0,Delivery,Brigade Road,1
1,0,3.9,64,300.0,Delivery,Jayanagar,1
0,0,4.0,1048,450.0,Delivery,Jayanagar,1
1,0,4.6,4714,1500.0,Dine-out,Koramangala 7th Block,1
1,0,3.7,281,800.0,Dine-out,MG Road,1
1,0,4.2,310,600.0,Delivery,Koramangala 7th Block,1
1,0,4.1,381,250.0,Delivery,Bannerghatta Road,1
1,0,3.5,75,500.0,Dine-out,Residency Road,1
0,0,4.1,1545,1200.0,Drinks & nightlife,MG Road,1
1,0,4.5,0,200.0,Dine-out,BTM,1
1,0,1.0,0,800.0,Delivery,Indiranagar,1
1,0,4.5,0,850.0,Delivery,Kammanahalli,1
1,1,4.3,550,1200.0,Dine-out,Brigade Road,1
0,1,3.9,1389,1400.0,Dine-out,Koramangala 4th Block,1
0,0,3.7,0,450.0,Desserts,Church Street,1
1,0,3.8,185,250.0,Delivery,Kalyan Nagar,1
1,0,2.8,102,350.0,Dine-out,Bannerghatta Road,1
0,1,4.5,7854,1800.0,Drinks & nightlife,Koramangala 4th Block,1
0,0,3.4,10,900.0,Drinks & nightlife,Rajajinagar,1
1,0,3.2,71,400.0,Delivery,Malleshwaram,1
1,1,4.4,9085,600.0,Desserts,Koramangala 7th Block,1
1,0,3.8,21,850.0,Delivery,Koramangala 6th Block,1
1,0,3.2,46,300.0,Delivery,Brigade Road,1
0,1,4.5,2601,1300.0,Pubs and bars,Koramangala 7th Block,1
1,0,3.9,914,1000.0,Delivery,JP Nagar,1
1,0,3.7,178,400.0,Delivery,BTM,1
1,0,2.9,5,600.0,Delivery,Marathahalli,1
0,0,3.7,34,2000.0,Dine-out,Brigade Road,1
1,0,4.3,1380,700.0,Dine-out,Frazer Town,1
1,1,4.1,1027,1000.0,Dine-out,JP Nagar,1
1,0,3.0,50,500.0,Delivery,Electronic City,1
1,0,4.1,449,100.0,Dine-out,Basavanagudi,1
1,0,2.9,47,400.0,Delivery,Bannerghatta Road,1
1,0,3.7,0,300.0,Delivery,Koramangala 7th Block,1
0,0,3.3,20,400.0,Dine-out,Rajajinagar,1
1,0,3.9,257,650.0,Dine-out,Indiranagar,1
1,1,4.0,127,900.0,Dine-out,HSR,1
0,0,3.1,117,200.0,Delivery,Koramangala 6th Block,1
1,0,4.0,25,150.0,Delivery,Indiranagar,1
1,0,2.9,330,600.0,Delivery,Brigade Road,1
0,0,3.7,34,500.0,Cafes,BTM,1
1,0,4.3,464,500.0,Delivery,Old Airport Road,1
1,0,3.9,87,200.0,Delivery,Rajajinagar,1
0,0,3.6,14,250.0,Dine-out,Frazer Town,1
1,0,3.7,31,800.0,Dine-out,Bannerghatta Road,1
1,0,4.3,570,700.0,Desserts,Frazer Town,1
1,0,3.8,81,300.0,Desserts,Bellandur,1
1,1,4.4,4381,600.0,Delivery,Bannerghatta Road,1
0,0,3.9,26,350.0,Delivery,Bannerghatta Road,1
0,0,3.8,67,500.0,Dine-out,Residency Road,1
1,0,4.1,564,150.0,Dine-out,Jayanagar,1
0,0,3.6,24,250.0,Delivery,HSR,1
1,0,4.1,139,550.0,Buffet,Basavanagudi,1
1,0,3.4,15,400.0,Delivery,Sarjapur Road,1
1,1,4.4,2241,3000.0,Delivery,MG Road,1
1,0,3.2,49,250.0,Delivery,Indiranagar,1
1,0,1.0,0,300.0,Dine-out,Brookefield,1
1,0,2.3,0,300.0,Dine-out,Indiranagar,0
0,0,5.0,0,500.0,Dine-out,Jayanagar,1
0,0,3.9,204,550.0,Delivery,BTM,1
1,1,4.1,450,1000.0,Delivery,Brigade Road,1
0,0,3.0,8,150.0,Delivery,Koramangala 4th Block,1
1,1,4.0,1513,900.0,Cafes,Koramangala 4th Block,1
0,0,3.6,37,250.0,Dine-out,MG Road,1
1,0,3.9,359,300.0,Desserts,Malleshwaram,1
1,1,3.7,114,900.0,Dine-out,Koramangala 7th Block,1
0,0,3.3,4,250.0,Dine-out,Banashankari,1
1,0,2.7,23,400.0,Delivery,Old Airport Road,1
1,0,3.6,207,500.0,Dine-out,Koramangala 6th Block,1
1,0,4.1,564,600.0,Dine-out,HSR,1
1,0,3.8,184,400.0,Dine-out,Whitefield,1
1,0,4.0,0,500.0,Dine-out,Koramangala 4th Block,1
1,0,4.0,136,500.0,Delivery,HSR,1
0,0,3.3,4,1000.0,Dine-out,BTM,1
1,1,4.1,553,900.0,Delivery,BTM,1
1,0,3.7,28,400.0,Dine-out,Koramangala 6th Block,1
0,1,4.9,246,1000.0,Dine-out,Old Airport Road,1
1,0,3.5,13,600.0,Dine-out,Lavelle Road,1
1,0,3.8,120,300.0,Delivery,Malleshwaram,1
1,0,2.4,127,600.0,Cafes,Indiranagar,1
1,1,4.1,137,1200.0,Delivery,Whitefield,1
1,0,4.0,101,150.0,Dine-out,Lavelle Road,1
1,0,3.7,28,200.0,Delivery,BTM,1
1,1,3.9,486,700.0,Delivery,Bannerghatta Road,1
0,0,5.0,0,800.0,Dine-out,JP Nagar,1
1,0,3.6,262,500.0,Delivery,Sarjapur Road,1
0,0,3.9,259,450.0,Dine-out,Kammanahalli,1
1,1,4.2,1542,800.0,Delivery,Koramangala 4th Block,1
0,0,4.4,181,250.0,Dine-out,Residency Road,1
1,0,4.1,63,900.0,Delivery,Church Street,1
0,0,3.4,4,150.0,Dine-out,Koramangala 5th Block,1
1,0,4.3,285,500.0,Dine-out,Church Street,1
1,0,4.0,61,400.0,Dine-out,Koramangala 4th Block,1
1,0,3.5,142,200.0,Delivery,Koramangala 4th Block,1
1,0,4.1,382,250.0,Delivery,Koramangala 4th Block,1
0,0,2.0,285,450.0,Dine-out,Jayanagar,1
1,0,3.3,5,100.0,Dine-out,Koramangala 4th Block,1
1,0,3.7,130,1200.0,Drinks & nightlife,Koramangala 5th Block,1
0,0,3.8,1159,650.0,Dine-out,BTM,1
1,0,4.0,88,400.0,Dine-out,Koramangala 7th Block,1
1,0,3.4,6,500.0,Delivery,Koramangala 6th Block,1
1,0,3.5,142,200.0,Delivery,HSR,1
0,0,3.7,16,500.0,Delivery,Koramangala 6th Block,1
0,0,4.3,526,1400.0,Cafes,Residency Road,1
0,0,3.6,18,600.0,Desserts,Marathahalli,1
0,0,3.6,19,200.0,Dine-out,Lavelle Road,1
1,0,3.4,12,150.0,Delivery,Kalyan Nagar,1
0,0,3.7,99,700.0,Delivery,Koramangala 6th Block,1
1,0,4.1,1114,750.0,Delivery,Jayanagar,1
1,0,4.0,99,600.0,Delivery,HSR,1
1,0,2.6,42,400.0,Delivery,Bellandur,1
1,0,3.1,5,200.0,Dine-out,Marathahalli,1
1,0,3.7,280,800.0,Delivery,Lavelle Road,1
1,0,3.9,33,350.0,Delivery,Basavanagudi,1
1,0,2.5,35,200.0,Delivery,Banashankari,1
0,0,4.0,0,300.0,Dine-out,Residency Road,0
1,1,4.2,1702,650.0,Desserts,Koramangala 4th Block,1
1,0,3.1,33,300.0,Delivery,Kalyan Nagar,1
0,0,3.5,20,1500.0,Dine-out,Whitefield,1
1,1,4.3,551,1000.0,Delivery,Koramangala 7th Block,1
1,1,4.1,2732,800.0,Dine-out,Koramangala 7th Block,1
1,0,2.9,550,500.0,Dine-out,Whitefield,1
1,0,3.1,18,700.0,Delivery,Koramangala 5th Block,1
1,0,3.1,4,400.0,Delivery,Electronic City,1
0,0,3.5,10,300.0,Dine-out,Whitefield,1
1,1,4.0,1137,1000.0,Delivery,Old Airport Road,1
0,0,3.7,35,300.0,Dine-out,Church Street,1
1,0,3.7,101,700.0,Desserts,Koramangala 5th Block,1
0,0,4.2,38,2000.0,Pubs and bars,Brigade Road,1
0,0,3.7,43,650.0,Dine-out,Jayanagar,1
1,1,4.4,2389,1000.0,Delivery,Koramangala 4th Block,1
0,1,3.5,185,800.0,Delivery,Whitefield,1
0,0,3.4,6,800.0,Dine-out,Lavelle Road,1
0,0,5.0,0,400.0,Desserts,Lavelle Road,1
1,0,3.9,38,400.0,Delivery,JP Nagar,1
1,0,4.0,293,250.0,Delivery,Koramangala 5th Block,1
1,0,3.8,315,400.0,Delivery,Old Airport Road,1
1,0,3.9,44,300.0,Delivery,HSR,1
1,0,3.8,918,800.0,Dine-out,Banashankari,1
1,0,4.2,115,500.0,Delivery,Brigade Road,1
1,0,3.5,8,600.0,Delivery,BTM,1
1,0,4.2,703,450.0,Delivery,Koramangala 5th Block,1
1,0,4.1,295,700.0,Dine-out,BTM,1
0,0,4.1,1007,500.0,Dine-out,Church Street,1
1,0,3.9,586,450.0,Delivery,Koramangala 5th Block,1
1,0,3.7,0,400.0,Dine-out,JP Nagar,1
0,0,3.9,87,300.0,Desserts,Kammanahalli,1
0,0,3.5,8,600.0,Desserts,Marathahalli,1
1,0,3.9,66,700.0,Dine-out,Koramangala 5th Block,1
1,0,3.4,64,400.0,Dine-out,Residency Road,1
1,0,3.6,68,400.0,Delivery,Jayanagar,1
1,0,3.8,1081,500.0,Delivery,Koramangala 7th Block,1
1,0,4.1,61,200.0,Delivery,HSR,1
1,1,4.2,7193,1400.0,Drinks & nightlife,Bellandur,1
1,0,4.5,0,900.0,Dine-out,Electronic City,1
1,0,4.2,38,200.0,Delivery,Jayanagar,1
1,1,4.0,1116,1000.0,Dine-out,Whitefield,1
1,0,3.4,17,400.0,Delivery,Koramangala 6th Block,1
0,1,4.5,3915,1000.0,Drinks & nightlife,Koramangala 4th Block,1
0,0,4.0,0,300.0,Dine-out,MG Road,1
0,0,3.7,48,400.0,Desserts,Koramangala 5th Block,1
1,0,4.2,265,700.0,Cafes,Jayanagar,1
1,0,3.7,237,200.0,Delivery,Basavanagudi,1
1,0,3.9,106,800.0,Delivery,Residency Road,1
1,0,3.5,13,100.0,Delivery,Koramangala 4th Block,1
1,0,4.3,895,500.0,Delivery,MG Road,1
0,0,3.9,58,1200.0,Delivery,MG Road,1
1,0,4.0,555,600.0,Delivery,Malleshwaram,1
1,0,4.1,110,150.0,Delivery,Frazer Town,1
1,0,2.6,59,900.0,Delivery,Bannerghatta Road,1
1,0,4.1,77,300.0,Delivery,Koramangala 5th Block,1
0,0,4.8,0,500.0,Dine-out,JP Nagar,1
1,0,4.0,952,400.0,Delivery,Bannerghatta Road,1
0,0,3.8,51,200.0,Dine-out,Rajajinagar,1
1,0,3.8,560,600.0,Delivery,Electronic City,1
1,1,4.4,1856,1100.0,Dine-out,Koramangala 6th Block,1
0,0,3.9,205,550.0,Delivery,JP Nagar,1
1,0,3.0,354,400.0,Dine-out,JP Nagar,1
0,0,3.8,266,250.0,Dine-out,Jayanagar,1
1,1,4.3,864,1000.0,Cafes,Lavelle Road,1
1,0,3.7,382,600.0,Delivery,Koramangala 5th Block,1
1,1,4.1,775,800.0,Buffet,Banashankari,1
1,1,4.1,840,1200.0,Dine-out,Indiranagar,1
0,0,3.2,7,100.0,Dine-out,Koramangala 4th Block,1
0,0,4.0,580,1500.0,Delivery,Frazer Town,1
1,0,4.0,69,750.0,Dine-out,Indiranagar,1
1,0,3.8,41,300.0,Delivery,Marathahalli,1
1,1,4.1,673,1400.0,Dine-out,Whitefield,1
1,0,3.8,291,600.0,Delivery,Jayanagar,1
1,0,2.7,182,450.0,Delivery,Kammanahalli,1
0,0,4.1,1543,1200.0,Drinks & nightlife,Church Street,1
1,0,3.9,147,600.0,Dine-out,Residency Road,1
1,0,3.7,281,800.0,Dine-out,Residency Road,1
0,0,4.0,62,1500.0,Drinks & nightlife,Frazer Town,1
1,0,3.4,11,200.0,Dine-out,BTM,1
1,0,4.3,0,200.0,Dine-out,Koramangala 6th Block,1
1,0,4.0,39,300.0,Delivery,Koramangala 6th Block,1
0,0,3.7,0,100.0,Dine-out,Rajajinagar,1
0,1,4.2,174,1200.0,Delivery,Malleshwaram,1
0,1,4.7,1018,1600.0,Dine-out,Sarjapur Road,1
1,0,3.8,192,450.0,Dine-out,Church Street,1
1,0,3.9,315,300.0,Delivery,JP Nagar,1
0,0,3.2,4,200.0,Delivery,MG Road,0
0,0,4.4,44,800.0,Dine-out,Koramangala 7th Block,1
1,0,4.0,154,400.0,Desserts,Kammanahalli,1
0,0,3.2,5,400.0,Delivery,Old Airport Road,1
1,0,3.9,1052,600.0,Dine-out,Koramangala 7th Block,1
0,0,3.6,27,300.0,Delivery,Bellandur,1
0,0,3.6,14,400.0,Dine-out,Lavelle Road,1
1,1,4.4,2907,750.0,Delivery,MG Road,1
0,0,3.8,22,350.0,Cafes,Brigade Road,1
0,0,3.7,0,500.0,Delivery,Whitefield,0
0,0,3.8,63,500.0,Delivery,Koramangala 7th Block,1
0,0,3.7,0,300.0,Dine-out,Bellandur,1
1,0,4.1,314,650.0,Desserts,HSR,1
0,0,3.5,40,700.0,Delivery,HSR,1
0,0,4.5,1239,900.0,Dine-out,Kammanahalli,1
1,0,3.5,14,600.0,Delivery,Koramangala 5th Block,1
0,0,3.4,34,450.0,Desserts,Marathahalli,0
0,0,3.4,6,400.0,Dine-out,Whitefield,1
1,0,3.6,76,650.0,Dine-out,Koramangala 6th Block,1
1,0,2.9,177,700.0,Dine-out,Basavanagudi,1
1,0,3.6,23,500.0,Delivery,Jayanagar,1
1,0,3.5,6,350.0,Delivery,Electronic City,1
0,0,2.5,0,150.0,Delivery,Brookefield,1
1,1,4.3,1907,800.0,Cafes,Jayanagar,1
0,0,3.0,0,150.0,Dine-out,Lavelle Road,1
1,0,4.0,78,400.0,Delivery,Koramangala 7th Block,1
0,0,3.6,39,600.0,Delivery,Koramangala 7th Block,1
0,0,3.9,66,1500.0,Delivery,BTM,1
